,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hr,Arrival_min,Departure_hr,Departure_min
5835,6,6,6,480,1.0,6,13377.0,24,6,2019,1,30,17,30
5836,7,7,7,680,1.0,7,14629.0,21,3,2019,18,50,7,30
5837,3,3,3,810,1.0,3,6093.0,9,4,2019,21,0,7,30
5838,6,6,6,835,3.0,6,15419.0,12,6,2019,1,30,11,35
5839,1,1,1,1255,2.0,1,13484.0,21,5,2019,13,45,16,50
5840,1,1,1,640,1.0,1,8372.0,18,5,2019,7,40,21,0
5841,1,1,1,1625,2.0,1,8534.0,15,3,2019,11,20,8,15
5842,4,4,4,180,0.0,4,4030.0,15,5,2019,20,45,17,45
5843,4,4,4,1130,2.0,4,13292.0,24,6,2019,4,25,9,35
5844,4,4,4,1375,2.0,4,13014.0,24,6,2019,4,25,5,30
5845,1,1,1,675,1.0,1,16754.0,9,3,2019,19,15,8,0
5846,3,3,3,160,0.0,3,6565.0,1,3,2019,19,55,17,15
5847,4,4,4,1210,1.0,4,16079.0,27,5,2019,19,0,22,50
5848,4,4,4,910,2.0,4,11507.0,9,5,2019,12,35,21,25
5849,10,10,10,1555,1.0,10,12395.0,6,3,2019,9,25,7,30
5850,3,3,3,300,1.0,3,22153.0,1,3,2019,0,35,19,35
5851,4,4,4,1790,2.0,4,10919.0,27,6,2019,12,35,6,45
5852,4,4,4,455,1.0,4,13759.0,24,3,2019,4,45,21,10
5853,1,1,1,170,0.0,1,6094.0,18,4,2019,8,0,5,10
5854,1,1,1,1700,2.0,1,11542.0,21,5,2019,13,45,9,25
5855,4,4,4,1300,2.0,4,13376.0,9,6,2019,4,25,6,45
5856,4,4,4,1365,1.0,4,25735.0,1,3,2019,10,25,11,40
5857,4,4,4,1450,1.0,4,17471.0,6,3,2019,23,0,22,50
5858,4,4,4,425,1.0,4,10844.0,9,6,2019,23,35,16,30
5859,1,1,1,760,1.0,1,8372.0,3,6,2019,7,40,19,0
5860,3,3,3,145,0.0,3,3858.0,15,6,2019,14,0,11,35
5861,3,3,3,165,0.0,3,5694.0,15,3,2019,4,15,1,30
5862,4,4,4,1475,1.0,4,17234.0,3,3,2019,18,50,18,15
5863,4,4,4,1140,2.0,4,11546.0,9,4,2019,4,25,9,25
5864,10,10,10,160,0.0,10,8028.0,3,3,2019,9,40,7,0
5865,4,4,4,180,0.0,4,8016.0,15,6,2019,22,50,19,50
5866,1,1,1,1435,1.0,1,10413.0,24,5,2019,20,25,20,30
5867,1,1,1,665,2.0,1,11948.0,12,3,2019,22,10,11,5
5868,4,4,4,90,0.0,4,3205.0,1,4,2019,11,50,10,20
5869,3,3,3,170,0.0,3,4423.0,18,5,2019,15,50,13,0
5870,10,10,10,160,0.0,10,4878.0,24,3,2019,9,40,7,0
5871,3,3,3,310,1.0,3,5912.0,15,4,2019,22,15,17,5
5872,1,1,1,1625,2.0,1,11411.0,12,5,2019,8,55,5,50
5873,6,6,6,840,1.0,6,7618.0,24,6,2019,21,0,7,0
5874,4,4,4,175,0.0,4,7229.0,12,4,2019,18,10,15,15
5875,3,3,3,290,1.0,3,6147.0,27,6,2019,20,0,15,10
5876,4,4,4,600,2.0,4,14237.0,15,6,2019,4,25,18,25
5877,3,3,3,355,1.0,3,6101.0,21,3,2019,13,40,7,45
5878,1,1,1,765,2.0,1,12324.0,21,5,2019,5,35,16,50
5879,10,10,10,915,1.0,10,18387.0,1,3,2019,21,55,6,40
5880,4,4,4,745,1.0,4,10262.0,3,6,2019,4,25,16,0
5881,4,4,4,600,1.0,4,10262.0,15,6,2019,19,0,9,0
5882,4,4,4,180,0.0,4,7229.0,21,4,2019,10,10,7,10
5883,0,0,0,150,0.0,0,3807.0,27,6,2019,1,20,22,50
5884,6,6,6,620,1.0,6,7695.0,21,3,2019,1,35,15,15
5885,1,1,1,1625,2.0,1,12723.0,18,5,2019,8,55,5,50
5886,8,8,8,90,0.0,8,2175.0,15,5,2019,14,45,13,15
5887,3,3,3,975,1.0,3,6628.0,27,5,2019,1,30,9,15
5888,4,4,4,830,2.0,4,13376.0,12,6,2019,4,25,14,35
5889,3,3,3,155,0.0,3,4148.0,27,3,2019,17,45,15,10
5890,4,4,4,1380,2.0,4,9254.0,27,3,2019,4,25,5,25
5891,4,4,4,185,0.0,4,8016.0,24,6,2019,22,0,18,55
5892,4,4,4,180,0.0,4,4030.0,1,5,2019,20,45,17,45
5893,4,4,4,180,0.0,4,5198.0,12,5,2019,20,45,17,45
5894,0,0,0,150,0.0,0,4409.0,15,4,2019,22,25,19,55
5895,1,1,1,90,0.0,1,10082.0,1,3,2019,15,25,13,55
5896,4,4,4,1200,1.0,4,9663.0,18,5,2019,10,5,14,5
5897,8,8,8,160,0.0,8,3971.0,3,4,2019,8,35,5,55
5898,3,3,3,140,0.0,3,6297.0,15,3,2019,10,15,7,55
5899,8,8,8,160,0.0,8,3573.0,9,5,2019,8,35,5,55
5900,4,4,4,510,1.0,4,10844.0,21,5,2019,22,35,14,5
5901,3,3,3,165,0.0,3,4423.0,27,4,2019,8,50,6,5
5902,4,4,4,435,1.0,4,19225.0,6,3,2019,21,20,14,5
5903,3,3,3,145,0.0,3,6297.0,12,3,2019,0,30,22,5
5904,8,8,8,140,0.0,8,3849.0,6,3,2019,0,40,22,20
5905,6,6,6,450,1.0,6,15078.0,6,3,2019,15,30,8,0
5906,3,3,3,265,1.0,3,4205.0,12,5,2019,23,45,19,20
5907,1,1,1,170,0.0,1,5228.0,27,5,2019,16,10,13,20
5908,6,6,6,840,1.0,6,7408.0,6,6,2019,21,0,7,0
5909,4,4,4,175,0.0,4,7229.0,9,6,2019,14,5,11,10
5910,4,4,4,830,2.0,4,10919.0,15,6,2019,4,25,14,35
5911,4,4,4,175,0.0,4,4544.0,1,5,2019,18,10,15,15
5912,4,4,4,1225,1.0,4,6540.0,21,3,2019,4,25,8,0
5913,4,4,4,1420,2.0,4,9483.0,21,3,2019,18,50,19,10
5914,4,4,4,540,1.0,4,16079.0,21,5,2019,19,0,10,0
5915,6,6,6,435,1.0,6,13377.0,1,6,2019,1,30,18,15
5916,3,3,3,175,0.0,3,4823.0,3,6,2019,21,50,18,55
5917,4,4,4,1075,1.0,4,14151.0,15,5,2019,10,55,17,0
5918,2,2,2,495,1.0,2,6095.0,9,5,2019,7,45,23,30
5919,1,1,1,555,1.0,1,12029.0,27,5,2019,19,15,10,0
5920,1,1,1,965,1.0,1,4437.0,6,4,2019,11,5,19,0
5921,3,3,3,165,0.0,3,3419.0,27,6,2019,4,15,1,30
5922,3,3,3,170,0.0,3,3943.0,1,4,2019,13,0,10,10
5923,6,6,6,695,1.0,6,13542.0,21,3,2019,1,35,14,0
5924,1,1,1,320,1.0,1,7174.0,27,6,2019,23,0,17,40
5925,3,3,3,85,0.0,3,7417.0,9,3,2019,10,35,9,10
5926,4,4,4,900,2.0,4,16704.0,9,5,2019,4,25,13,25
5927,1,1,1,155,0.0,1,4435.0,18,3,2019,23,20,20,45
5928,1,1,1,1210,2.0,1,11432.0,21,5,2019,5,35,9,25
5929,0,0,0,170,0.0,0,3383.0,21,6,2019,2,45,23,55
5930,3,3,3,155,0.0,3,4804.0,21,4,2019,7,15,4,40
5931,0,0,0,170,0.0,0,3383.0,27,5,2019,7,45,4,55
5932,3,3,3,320,1.0,3,6991.0,24,5,2019,20,30,15,10
5933,1,1,1,2295,2.0,1,10441.0,9,5,2019,19,15,5,0
5934,3,3,3,265,1.0,3,5073.0,21,3,2019,12,0,7,35
5935,6,6,6,915,1.0,6,7695.0,21,3,2019,1,35,10,20
5936,1,1,1,765,1.0,1,7480.0,24,5,2019,9,25,20,40
5937,4,4,4,1505,1.0,4,10262.0,9,6,2019,12,35,11,30
5938,4,4,4,750,1.0,4,13817.0,12,3,2019,11,25,22,55
5939,4,4,4,575,1.0,4,13067.0,21,5,2019,19,10,9,35
5940,8,8,8,90,0.0,8,1965.0,6,6,2019,14,45,13,15
5941,3,3,3,560,1.0,3,6674.0,6,6,2019,16,10,6,50
5942,1,1,1,710,2.0,1,16172.0,12,3,2019,16,55,5,5
5943,6,6,6,385,1.0,6,7268.0,24,6,2019,19,15,12,50
5944,4,4,4,315,1.0,4,17524.0,15,3,2019,12,15,7,0
5945,6,6,6,450,1.0,6,7888.0,21,5,2019,1,30,18,0
5946,3,3,3,90,0.0,3,2754.0,6,6,2019,20,35,19,5
5947,1,1,1,715,3.0,1,10573.0,3,3,2019,23,55,12,0
5948,6,6,6,440,1.0,6,11789.0,9,6,2019,19,0,11,40
5949,4,4,4,1365,1.0,4,13067.0,6,5,2019,19,10,20,25
5950,3,3,3,165,0.0,3,4238.0,24,3,2019,3,25,0,40
5951,6,6,6,690,1.0,6,9794.0,21,5,2019,19,0,7,30
5952,1,1,1,1580,2.0,1,7615.0,21,3,2019,9,25,7,5
5953,4,4,4,2525,2.0,4,11664.0,21,3,2019,4,25,10,20
5954,4,4,4,800,1.0,4,7064.0,1,4,2019,19,50,6,30
5955,3,3,3,265,1.0,3,3809.0,15,4,2019,23,45,19,20
5956,8,8,8,150,0.0,8,3841.0,18,6,2019,19,40,17,10
5957,6,6,6,830,1.0,6,6795.0,27,5,2019,1,30,11,40
5958,3,3,3,290,1.0,3,4565.0,24,4,2019,20,5,15,15
5959,3,3,3,420,1.0,3,12351.0,9,3,2019,1,35,18,35
5960,3,3,3,195,0.0,3,5021.0,18,3,2019,0,20,21,5
5961,1,1,1,1220,2.0,1,10467.0,21,5,2019,9,25,13,5
5962,1,1,1,165,0.0,1,6121.0,15,4,2019,19,45,17,0
5963,8,8,8,140,0.0,8,6300.0,15,3,2019,20,5,17,45
5964,0,0,0,170,0.0,0,10715.0,1,3,2019,8,40,5,50
5965,1,1,1,150,0.0,1,5510.0,24,5,2019,16,45,14,15
5966,4,4,4,185,0.0,4,6144.0,3,5,2019,22,0,18,55
5967,4,4,4,1475,2.0,4,19329.0,6,3,2019,19,45,19,10
5968,1,1,1,1840,2.0,1,13253.0,6,3,2019,19,25,12,45
5969,4,4,4,800,1.0,4,13941.0,12,5,2019,19,50,6,30
5970,3,3,3,155,0.0,3,4488.0,1,4,2019,22,55,20,20
5971,8,8,8,155,0.0,8,3841.0,3,6,2019,9,30,6,55
5972,6,6,6,470,1.0,6,7575.0,15,5,2019,19,15,11,25
5973,1,1,1,1595,2.0,1,9968.0,27,5,2019,19,15,16,40
5974,4,4,4,1775,2.0,4,15129.0,9,5,2019,19,0,13,25
5975,3,3,3,330,1.0,3,4864.0,6,5,2019,12,40,7,10
5976,1,1,1,965,1.0,1,7480.0,3,6,2019,9,25,17,20
5977,6,6,6,710,1.0,6,15867.0,6,3,2019,18,50,7,0
5978,4,4,4,750,1.0,4,13067.0,21,5,2019,22,5,9,35
5979,1,1,1,905,1.0,1,8366.0,9,5,2019,7,55,16,50
5980,1,1,1,1820,2.0,1,21571.0,3,3,2019,19,15,12,55
5981,0,0,0,170,0.0,0,4282.0,12,5,2019,7,45,4,55
5982,1,1,1,1580,2.0,1,13591.0,9,5,2019,19,15,16,55
5983,10,10,10,1625,1.0,10,7927.0,1,4,2019,23,25,20,20
5984,4,4,4,1680,1.0,4,14714.0,3,6,2019,19,0,15,0
5985,4,4,4,1275,1.0,4,11087.0,12,3,2019,16,10,18,55
5986,1,1,1,1660,1.0,1,28322.0,1,3,2019,7,40,4,0
5987,4,4,4,1570,1.0,4,9314.0,1,5,2019,19,10,17,0
5988,3,3,3,290,1.0,3,7060.0,9,6,2019,20,0,15,10
5989,3,3,3,145,0.0,3,7900.0,1,3,2019,14,0,11,35
5990,4,4,4,85,0.0,4,5678.0,24,6,2019,4,20,2,55
5991,3,3,3,275,1.0,3,4860.0,24,4,2019,0,10,19,35
5992,8,8,8,90,0.0,8,2017.0,1,5,2019,7,15,5,45
5993,3,3,3,290,1.0,3,5069.0,12,6,2019,13,0,8,10
5994,10,10,10,1655,1.0,10,9397.0,9,6,2019,10,45,7,10
5995,3,3,3,300,1.0,3,5073.0,6,4,2019,15,35,10,35
5996,1,1,1,1040,3.0,1,15145.0,24,3,2019,23,15,5,55
5997,6,6,6,600,1.0,6,8099.0,24,6,2019,19,15,9,15
5998,1,1,1,480,1.0,1,14594.0,6,3,2019,19,50,11,50
5999,3,3,3,185,0.0,3,4729.0,27,3,2019,17,35,14,30
6000,3,3,3,155,0.0,3,4804.0,21,5,2019,0,50,22,15
6001,4,4,4,440,2.0,4,19644.0,27,5,2019,19,0,11,40
6002,1,1,1,1410,2.0,1,8656.0,27,3,2019,19,15,19,45
6003,4,4,4,1615,2.0,4,13014.0,9,6,2019,12,35,9,40
6004,3,3,3,570,1.0,3,6442.0,27,3,2019,16,10,6,40
6005,4,4,4,1415,1.0,4,12373.0,9,5,2019,12,35,13,0
6006,4,4,4,1730,1.0,4,10539.0,6,6,2019,14,25,9,35
6007,4,4,4,800,1.0,4,10844.0,21,5,2019,9,20,20,0
6008,10,10,10,965,1.0,10,8452.0,6,6,2019,9,5,17,0
6009,3,3,3,835,1.0,3,7144.0,18,5,2019,22,30,8,35
6010,8,8,8,170,0.0,8,5126.0,9,3,2019,23,20,20,30
6011,6,6,6,390,1.0,6,6795.0,12,6,2019,1,30,19,0
6012,4,4,4,775,1.0,4,8586.0,12,5,2019,10,5,21,10
6013,8,8,8,145,0.0,8,4439.0,18,5,2019,11,25,9,0
6014,8,8,8,175,0.0,8,6205.0,15,3,2019,12,30,9,35
6015,3,3,3,175,0.0,3,4284.0,6,5,2019,3,25,0,30
6016,4,4,4,425,1.0,4,14571.0,6,6,2019,23,35,16,30
6017,0,0,0,150,0.0,0,3807.0,6,4,2019,22,25,19,55
6018,8,8,8,160,0.0,8,3850.0,6,3,2019,9,35,6,55
6019,8,8,8,435,1.0,8,8479.0,18,5,2019,18,50,11,35
6020,6,6,6,720,1.0,6,8073.0,18,5,2019,21,0,9,0
6021,3,3,3,170,0.0,3,3943.0,1,6,2019,15,50,13,0
6022,3,3,3,145,0.0,3,4332.0,9,5,2019,14,0,11,35
6023,8,8,8,150,0.0,8,4174.0,27,4,2019,19,40,17,10
6024,1,1,1,1265,1.0,1,14594.0,1,3,2019,8,55,11,50
6025,4,4,4,810,2.0,4,11507.0,3,6,2019,19,0,5,30
6026,6,6,6,920,1.0,6,6093.0,15,6,2019,22,30,7,10
6027,3,3,3,175,0.0,3,8033.0,24,3,2019,21,20,18,25
6028,3,3,3,180,0.0,3,4823.0,27,6,2019,19,55,16,55
6029,4,4,4,910,2.0,4,13292.0,3,6,2019,12,35,21,25
6030,6,6,6,455,1.0,6,9526.0,15,6,2019,19,15,11,40
6031,8,8,8,140,0.0,8,3815.0,21,3,2019,0,40,22,20
6032,3,3,3,140,0.0,3,3597.0,27,6,2019,15,35,13,15
6033,4,4,4,830,2.0,4,13376.0,15,6,2019,4,25,14,35
6034,8,8,8,90,0.0,8,2017.0,9,5,2019,7,15,5,45
6035,1,1,1,955,2.0,1,11853.0,24,3,2019,1,20,9,25
6036,4,4,4,360,1.0,4,10262.0,12,6,2019,19,0,13,0
6037,8,8,8,155,0.0,8,3859.0,24,3,2019,12,5,9,30
6038,1,1,1,1345,2.0,1,12744.0,9,6,2019,5,25,7,0
6039,6,6,6,460,2.0,6,18485.0,1,6,2019,1,30,17,50
6040,1,1,1,1385,2.0,1,13227.0,6,5,2019,8,55,9,50
6041,3,3,3,140,0.0,3,3597.0,21,6,2019,21,55,19,35
6042,3,3,3,150,0.0,3,4804.0,12,5,2019,17,45,15,15
6043,3,3,3,165,0.0,3,4423.0,15,6,2019,8,50,6,5
6044,4,4,4,1295,1.0,4,10262.0,9,6,2019,12,35,15,0
6045,8,8,8,135,0.0,8,3543.0,6,5,2019,12,0,9,45
6046,3,3,3,160,0.0,3,4174.0,12,4,2019,0,5,21,25
6047,8,8,8,375,1.0,8,7084.0,9,3,2019,22,50,16,35
6048,1,1,1,1385,2.0,1,14960.0,15,5,2019,8,55,9,50
6049,4,4,4,590,1.0,4,13339.0,24,3,2019,16,20,6,30
6050,4,4,4,180,0.0,4,7229.0,12,4,2019,11,20,8,20
6051,3,3,3,665,1.0,3,6818.0,18,5,2019,16,10,5,5
6052,4,4,4,1300,2.0,4,13376.0,6,6,2019,4,25,6,45
6053,3,3,3,630,1.0,3,6316.0,9,6,2019,1,30,15,0
6054,1,1,1,185,0.0,1,5201.0,18,6,2019,21,10,18,5
6055,3,3,3,305,1.0,3,10958.0,18,5,2019,4,35,23,30
6056,3,3,3,145,0.0,3,3858.0,21,6,2019,14,0,11,35
6057,4,4,4,360,1.0,4,10262.0,9,6,2019,19,0,13,0
6058,1,1,1,245,1.0,1,8996.0,24,5,2019,13,15,9,10
6059,4,4,4,2315,2.0,4,8098.0,27,3,2019,19,45,5,10
6060,8,8,8,135,0.0,8,3543.0,1,5,2019,10,35,8,20
6061,6,6,6,690,1.0,6,10529.0,24,5,2019,19,0,7,30
6062,4,4,4,995,1.0,4,7438.0,21,3,2019,18,50,2,15
6063,4,4,4,865,1.0,4,12373.0,9,5,2019,4,25,14,0
6064,3,3,3,175,0.0,3,4823.0,27,5,2019,10,5,7,10
6065,4,4,4,180,0.0,4,5769.0,21,6,2019,11,20,8,20
6066,6,6,6,380,1.0,6,9042.0,21,3,2019,13,20,7,0
6067,1,1,1,965,1.0,1,4697.0,6,4,2019,9,25,17,20
6068,4,4,4,345,1.0,4,10844.0,9,5,2019,19,50,14,5
6069,0,0,0,170,0.0,0,8420.0,9,6,2019,7,45,4,55
6070,6,6,6,540,1.0,6,7563.0,6,3,2019,16,10,7,10
6071,1,1,1,765,1.0,1,7480.0,15,5,2019,9,25,20,40
6072,4,4,4,175,0.0,4,4030.0,6,5,2019,14,5,11,10
6073,6,6,6,920,1.0,6,6513.0,12,6,2019,22,30,7,10
6074,4,4,4,435,1.0,4,8355.0,9,6,2019,17,35,10,20
6075,6,6,6,625,2.0,6,16655.0,21,5,2019,1,30,15,5
6076,4,4,4,750,1.0,4,10844.0,18,5,2019,18,15,5,45
6077,8,8,8,150,0.0,8,3873.0,21,6,2019,19,40,17,10
6078,3,3,3,150,0.0,3,5224.0,9,6,2019,17,45,15,15
6079,4,4,4,1170,1.0,4,10844.0,15,5,2019,12,0,16,30
6080,3,3,3,170,0.0,3,4778.0,3,3,2019,8,20,5,30
6081,4,4,4,1320,1.0,4,16289.0,9,3,2019,18,50,20,50
6082,1,1,1,170,0.0,1,5674.0,18,3,2019,8,0,5,10
6083,1,1,1,1795,2.0,1,12854.0,12,3,2019,11,55,6,0
6084,1,1,1,785,1.0,1,8425.0,9,3,2019,11,5,22,0
6085,4,4,4,2240,2.0,4,9328.0,21,3,2019,18,50,5,30
6086,6,6,6,795,1.0,6,17057.0,3,3,2019,15,30,2,15
6087,4,4,4,180,0.0,4,7229.0,3,5,2019,22,50,19,50
6088,3,3,3,570,1.0,3,14871.0,3,3,2019,21,0,11,30
6089,4,4,4,1845,2.0,4,14300.0,27,6,2019,19,0,12,15
6090,4,4,4,730,1.0,4,8529.0,12,6,2019,9,20,21,10
6091,6,6,6,845,1.0,6,10877.0,9,6,2019,19,0,4,55
6092,3,3,3,280,1.0,3,5386.0,21,5,2019,22,15,17,35
6093,6,6,6,485,1.0,6,11622.0,27,3,2019,18,50,10,45
6094,6,6,6,910,1.0,6,10197.0,27,5,2019,19,0,3,50
6095,0,0,0,345,1.0,0,8028.0,21,5,2019,22,30,16,45
6096,3,3,3,90,0.0,3,2754.0,1,6,2019,13,30,12,0
6097,1,1,1,790,1.0,1,6781.0,3,3,2019,21,25,8,15
6098,8,8,8,150,0.0,8,3841.0,21,5,2019,19,40,17,10
6099,6,6,6,535,1.0,6,8266.0,6,6,2019,19,15,10,20
6100,3,3,3,175,0.0,3,6144.0,24,3,2019,10,5,7,10
6101,4,4,4,175,0.0,4,4544.0,24,4,2019,14,5,11,10
6102,4,4,4,425,2.0,4,14441.0,3,6,2019,12,35,5,30
6103,1,1,1,80,0.0,1,3100.0,12,6,2019,22,25,21,5
6104,4,4,4,1080,1.0,4,13067.0,18,5,2019,14,25,20,25
6105,4,4,4,1720,1.0,4,8529.0,12,6,2019,23,35,18,55
6106,3,3,3,455,1.0,3,6442.0,15,5,2019,16,10,8,35
6107,6,6,6,640,1.0,6,6480.0,27,6,2019,21,0,10,20
6108,1,1,1,1490,1.0,1,11003.0,3,3,2019,11,20,10,30
6109,10,10,10,170,0.0,10,4668.0,12,6,2019,23,50,21,0
6110,4,4,4,1330,1.0,4,13941.0,9,5,2019,4,40,6,30
6111,10,10,10,700,1.0,10,8820.0,12,5,2019,18,50,7,10
6112,1,1,1,315,1.0,1,9064.0,9,3,2019,23,0,17,45
6113,4,4,4,685,1.0,4,10844.0,6,6,2019,19,50,8,25
6114,4,4,4,810,2.0,4,15129.0,18,5,2019,19,0,5,30
6115,6,6,6,540,1.0,6,6513.0,9,5,2019,16,10,7,10
6116,4,4,4,395,1.0,4,14676.0,9,6,2019,23,35,17,0
6117,3,3,3,175,0.0,3,4823.0,18,5,2019,10,5,7,10
6118,3,3,3,150,0.0,3,4174.0,12,4,2019,17,45,15,15
6119,4,4,4,750,2.0,4,19172.0,9,3,2019,4,25,15,55
6120,8,8,8,160,0.0,8,4423.0,12,4,2019,8,35,5,55
6121,8,8,8,155,0.0,8,3873.0,12,6,2019,9,30,6,55
6122,3,3,3,345,1.0,3,7189.0,3,6,2019,3,35,21,50
6123,4,4,4,1330,1.0,4,13731.0,6,6,2019,4,40,6,30
6124,4,4,4,1520,1.0,4,14151.0,12,5,2019,10,55,9,35
6125,1,1,1,135,0.0,1,4667.0,21,5,2019,13,55,11,40
6126,4,4,4,1995,2.0,4,8834.0,21,3,2019,4,25,19,10
6127,4,4,4,1365,1.0,4,11467.0,1,5,2019,19,10,20,25
6128,10,10,10,480,1.0,10,12395.0,6,3,2019,16,45,8,45
6129,6,6,6,460,1.0,6,7858.0,21,5,2019,0,55,17,15
6130,3,3,3,155,0.0,3,4804.0,24,5,2019,22,55,20,20
6131,4,4,4,800,1.0,4,13469.0,9,6,2019,9,45,20,25
6132,3,3,3,185,0.0,3,7673.0,6,3,2019,17,35,14,30
6133,4,4,4,1500,1.0,4,14151.0,9,6,2019,18,0,17,0
6134,4,4,4,1295,1.0,4,10262.0,24,6,2019,12,35,15,0
6135,4,4,4,1615,2.0,4,13014.0,24,6,2019,12,35,9,40
6136,4,4,4,360,1.0,4,12373.0,9,5,2019,19,0,13,0
6137,4,4,4,540,1.0,4,11399.0,18,5,2019,19,0,10,0
6138,8,8,8,170,0.0,8,3971.0,6,5,2019,12,20,9,30
6139,6,6,6,900,1.0,6,6007.0,27,6,2019,21,0,6,0
6140,1,1,1,745,1.0,1,6383.0,15,3,2019,22,55,10,30
6141,3,3,3,170,0.0,3,5740.0,12,5,2019,11,20,8,30
6142,8,8,8,90,0.0,8,1965.0,15,6,2019,14,45,13,15
6143,6,6,6,850,2.0,6,5935.0,21,3,2019,21,20,7,10
6144,3,3,3,165,0.0,3,4174.0,6,4,2019,12,20,9,35
6145,3,3,3,515,1.0,3,7738.0,21,3,2019,13,20,4,45
6146,1,1,1,1275,2.0,1,10441.0,24,5,2019,19,15,22,0
6147,1,1,1,80,0.0,1,3100.0,15,3,2019,22,25,21,5
6148,4,4,4,1530,1.0,4,14714.0,6,6,2019,19,0,17,30
6149,10,10,10,1550,1.0,10,9135.0,9,6,2019,18,50,17,0
6150,1,1,1,1540,1.0,1,7893.0,1,4,2019,18,30,16,50
6151,4,4,4,395,1.0,4,12121.0,6,5,2019,23,35,17,0
6152,1,1,1,180,0.0,1,6094.0,9,6,2019,17,10,14,10
6153,3,3,3,170,0.0,3,4423.0,9,6,2019,13,0,10,10
6154,4,4,4,665,1.0,4,7832.0,21,3,2019,7,40,20,35
6155,10,10,10,170,0.0,10,5403.0,3,4,2019,14,20,11,30
6156,8,8,8,145,0.0,8,3841.0,1,4,2019,11,25,9,0
6157,4,4,4,1060,2.0,4,11093.0,21,3,2019,4,25,10,45
6158,4,4,4,180,0.0,4,7229.0,24,4,2019,22,50,19,50
6159,3,3,3,180,0.0,3,4823.0,27,5,2019,19,55,16,55
6160,4,4,4,575,1.0,4,11467.0,1,5,2019,19,10,9,35
6161,3,3,3,330,1.0,3,6111.0,1,5,2019,12,40,7,10
6162,4,4,4,1075,1.0,4,8066.0,9,5,2019,10,55,17,0
6163,3,3,3,975,1.0,3,7258.0,27,3,2019,21,0,4,45
6164,1,1,1,170,0.0,1,4729.0,27,3,2019,8,0,5,10
6165,6,6,6,580,1.0,6,15135.0,6,3,2019,18,50,9,10
6166,1,1,1,955,2.0,1,12718.0,24,5,2019,1,20,9,25
6167,4,4,4,85,0.0,4,5678.0,18,6,2019,4,20,2,55
6168,3,3,3,320,1.0,3,5298.0,24,6,2019,12,10,6,50
6169,4,4,4,785,1.0,4,14815.0,6,3,2019,0,45,11,40
6170,4,4,4,1375,2.0,4,13014.0,24,6,2019,4,25,5,30
6171,8,8,8,145,0.0,8,4491.0,18,5,2019,11,25,9,0
6172,6,6,6,510,1.0,6,11421.0,27,3,2019,18,50,10,20
6173,4,4,4,1420,1.0,4,12284.0,18,3,2019,7,40,8,0
6174,4,4,4,165,0.0,4,7229.0,12,5,2019,8,45,6,0
6175,3,3,3,175,0.0,3,4823.0,15,4,2019,10,5,7,10
6176,4,4,4,450,1.0,4,12898.0,27,6,2019,4,25,20,55
6177,6,6,6,835,1.0,6,13587.0,27,6,2019,21,0,7,5
6178,4,4,4,1165,1.0,4,12373.0,18,5,2019,4,25,9,0
6179,6,6,6,910,1.0,6,5999.0,21,3,2019,22,20,7,10
6180,1,1,1,610,2.0,1,10907.0,18,5,2019,18,30,8,20
6181,4,4,4,690,1.0,4,14151.0,6,6,2019,21,5,9,35
6182,3,3,3,170,0.0,3,4591.0,12,5,2019,2,20,23,30
6183,4,4,4,375,1.0,4,19225.0,6,3,2019,20,20,14,5
6184,4,4,4,1315,1.0,4,9663.0,6,5,2019,12,0,14,5
6185,4,4,4,705,1.0,4,10844.0,1,5,2019,18,15,6,30
6186,6,6,6,480,1.0,6,13727.0,9,5,2019,21,0,13,0
6187,4,4,4,690,1.0,4,14151.0,18,5,2019,21,5,9,35
6188,4,4,4,1100,1.0,4,10262.0,27,6,2019,12,35,18,15
6189,8,8,8,145,0.0,8,3873.0,12,6,2019,11,25,9,0
6190,4,4,4,535,2.0,4,13014.0,24,6,2019,4,25,19,30
6191,1,1,1,150,0.0,1,5510.0,21,6,2019,16,45,14,15
6192,4,4,4,1060,2.0,4,17282.0,9,3,2019,4,25,10,45
6193,6,6,6,695,2.0,6,6653.0,27,3,2019,21,20,9,45
6194,3,3,3,315,1.0,3,12214.0,3,3,2019,15,10,9,55
6195,1,1,1,90,0.0,1,3625.0,1,5,2019,15,25,13,55
6196,3,3,3,180,0.0,3,6860.0,3,3,2019,11,30,8,30
6197,2,2,2,540,1.0,2,3876.0,24,6,2019,19,35,10,35
6198,10,10,10,165,0.0,10,5613.0,27,4,2019,22,15,19,30
6199,1,1,1,1545,2.0,1,8971.0,27,3,2019,7,40,5,55
6200,4,4,4,180,0.0,4,4030.0,21,5,2019,22,50,19,50
6201,3,3,3,635,1.0,3,8075.0,27,3,2019,1,35,15,0
6202,6,6,6,900,1.0,6,7005.0,15,6,2019,21,0,6,0
6203,3,3,3,165,0.0,3,4778.0,6,3,2019,0,55,22,10
6204,10,10,10,135,0.0,10,3687.0,9,5,2019,9,20,7,5
6205,4,4,4,1015,1.0,4,10262.0,9,6,2019,4,25,11,30
6206,1,1,1,1545,2.0,1,15113.0,3,3,2019,7,40,5,55
6207,3,3,3,895,1.0,3,6979.0,6,5,2019,1,30,10,35
6208,6,6,6,545,1.0,6,6717.0,21,3,2019,16,10,7,5
